job_id,job_title,company,location,salary,job_type,category,publication_date,description,url
2090899,Staff Product Engineer (Florianópolis),LawnStarter,Brazil,$80k - $100k,full_time,Product Management,2026-05-27T12:32:53,"<p><strong>This is a remote role for candidates located in Florianópolis, Brazil</strong></p>
<p> </p>
<p><strong>About LawnStarter</strong></p>
<p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p>
<p><strong>About Engineering at LawnStarter</strong></p>
<p>We're restructuring engineering around <strong>initiative teams</strong>: a Product Engineer paired with a PM and a designer, with an Engineering Manager who covers a couple of initiatives and supports your growth. The engineer leads AI agents like a team, ships the work, and is accountable — with the rest of the triangle — for whether the initiative moves its metric.</p>
<p>We're betting that 1–2 strong engineers running AI agents can outship the labor-team model that defined the last decade of software. That bet only works if the engineers we hire are wired for ownership and can ship to a marketplace with real customers and pros on both sides.</p>
<p> </p>
<p><strong>The Role</strong></p>
<p>You're the engineering anchor of one initiative at a time. The initiative is a team effort — an iron triangle of you, your PM, and your designer — and you have key participation across the full lifecycle: shaping the problem, deciding the technical approach, leading the AI agents that implement most of the code, shipping to production, and answering for the outcome alongside the rest of the triangle.</p>
<p>You're accountable for the outcome — not for the volume of code merged. If an agent can ship it safely, your job is to make sure the agent does it right and the metric moves. If the initiative needs hand-written code in a sensitive area, you write it yourself.</p>
<p><strong>What makes this role different:</strong></p>
<ul style="""">
<li style=""""><strong>You lead AI agents, not humans.</strong> Claude Code, Cursor, Codex, and our internal agent stack are your team. You own the quality, safety, and velocity of what they produce.</li>
<li style=""""><strong>You own an outcome, not a ticket queue.</strong> Problem-framing through production through the metric review 2–4 weeks after launch.</li>
<li style=""""><strong>You partner horizontally with PM and design.</strong> No tech lead above you. No architect approval. No ticket grooming committee.</li>
<li style=""""><strong>The bar is staff, not senior.</strong> You make the call when the call needs to be made. If you're waiting to be told, this isn't the role.</li>
</ul>
<p> </p>
<p><strong>What You'll Own</strong></p>
<ul style="""">
<li style=""""><strong>The technical approach</strong> — architecture, data model, integration choices, rollout plan, observability, and rollback strategy for your initiative. You make the call, document it, and revisit it if the data says you were wrong.</li>
<li style=""""><strong>Agent-led implementation quality</strong> — the prompts, guardrails, evals, tests, and review loop that let agents ship safe, correct, production-ready code on your initiative. Most lines will be agent-authored. You're accountable for them.</li>
<li style=""""><strong>Cross-functional partnership</strong> — daily working contact with your PM (scope, tradeoffs) and your designer (UX decisions, in-tool prototyping with agents), and weekly check-ins with your EM (initiative health, blockers, growth).</li>
<li style=""""><strong>The initiative outcome</strong> — the specific metric the initiative was set up to move. In partnership with your PM, you present results 2–4 weeks post-launch and share the ""did it work"" answer.</li>
<li style=""""><strong>A high bar for what ships under your name</strong> — production correctness, security posture, performance, observability, and the experience for customers and pros. Agents accelerate you; they don't lower the bar.</li>
</ul>
<p> </p>
<p><strong>Problems to Solve</strong></p>
<p><strong>Leading AI agents at staff-level quality</strong><br>Most of the code on your initiative will be authored by AI agents. The work is making agents ship as if a senior engineer wrote it: prompts that encode our codebase conventions, evals that catch hallucinations before merge, tests that exercise the edges, observability that catches the regression in production before a customer reports it. How do you build the agent workflow that lets one engineer ship what used to take a team?</p>
<p><strong>Owning an outcome without a tech lead</strong><br>You don't have a tech lead to approve your design or an architect to escalate to. You have an EM who covers a couple of initiatives and peers on adjacent ones. How do you make calls fast, document them clearly, and stay accountable to the outcome — without slowing down for hierarchy that no longer exists?</p>
<p><strong>Shipping outcomes, not features</strong><br>The initiative will be measured by a metric — a conversion rate, a retention curve, a pro-funnel KPI, a unit economics shift. You're accountable for the number, not the feature. How do you scope to actually move it, decide what to <em>not</em> build, and have the discipline to follow up 2–4 weeks after launch even when the next initiative is calling?</p>
<p> </p>
<p><strong>What Success Looks Like (Year 1)</strong></p>
<ul style="""">
<li style=""""><strong>Initiative outcomes hit</strong> — You've shipped 3–4 initiatives end-to-end, and at least two clearly moved the metric they were set up to move (with the post-launch review to prove it).</li>
<li style=""""><strong>Agent workflow that travels</strong> — The prompts, evals, and review loop you built for your initiative are adopted by at least one other engineer on an adjacent initiative.</li>
<li style=""""><strong>Cycle time</strong> — Median time from problem-framing to first production rollout on your initiatives is meaningfully shorter than the pre-restructure baseline.</li>
<li style=""""><strong>Zero ""agent-shipped that"" incidents</strong> — No customer- or pro-facing regression traceable to agent-authored code that you missed in review.</li>
<li style=""""><strong>Visible leverage</strong> — Other engineers point to artifacts you left behind — runbooks, evals, agent workflows, post-launch write-ups — as references they use.</li>
</ul>
<p> </p>
<p><strong>Who You Are</strong></p>
<p><strong>AI-native.</strong> Claude Code, Cursor, Codex, or equivalent are how you ship — daily, on production work. You have opinions about prompts, evals, agent loops, MCP servers, and review workflows, and you know when to let the agent run vs. write it yourself. This is unlikely to be a good fit if you describe AI coding as ""something you're exploring"" or prefer to write everything by hand.</p>
<p><strong>Already operating at lead level.</strong> You may currently be titled Senior, Staff, Lead, or Principal — but in practice you've been the person making the call, shipping the hard thing, and answering for whether it worked. This is unlikely to be a good fit if you've always had a tech lead breaking down the work for you.</p>
<p><strong>Outcome-driven, not output-driven.</strong> You measure your week in ""did the metric move"" and ""did the experience get better,"" not in tickets closed. You read the post-launch dashboard and you own the answer. This is unlikely to be a good fit if you take pride in volume of code shipped or feel uncomfortable being measured on a number you don't fully control.</p>
<p><strong>A strong horizontal partner.</strong> You hold your own with a strong PM and a strong designer. You bring engineering judgment to product calls and product judgment to engineering calls. This is unlikely to be a good fit if you hide behind ""that's product's decision"" or default to RICE-scoring tickets handed down to you.</p>
<p><strong>Decisive and documented.</strong> Architecture decisions, data-model choices, rollout plans — you write them down, get fast input, and move. This is unlikely to be a good fit if you wait for consensus on questions that have a clear right answer, or if you make calls and never write them down.</p>
<p><strong>Raises the floor, not just the ceiling.</strong> Your impact compounds beyond your own initiative because you leave artifacts — agent workflows, evals, runbooks, post-launch reviews. This is unlikely to be a good fit if you're a lone wolf who ships brilliantly but leaves nothing reusable behind.</p>
<p><strong>Cares about customers and pros.</strong> This is a real-world marketplace with real people on both sides. This is unlikely to be a good fit if you're chasing pure engineering elegance over business and customer outcomes.</p>
<p> </p>
<p><strong>This Role Is NOT</strong></p>
<ul style="""">
<li style=""""><strong>A tech lead in an old-style team.</strong> No 4–5 engineers reporting up to you on technical direction. The team is you + PM + designer + EM, with AI agents doing most of the implementation.</li>
<li style=""""><strong>A management role today.</strong> People management is the EM's job in this role. That said, the path can grow into management for those who want it — it's an open door, not a closed one.</li>
<li style=""""><strong>A platform-only or architecture-only role.</strong> You're a Product Engineer. You ship features that move metrics, end-to-end. Platform work happens inside the initiative when it's needed for the outcome.</li>
<li style=""""><strong>A ""let AI do everything"" role.</strong> Agents handle implementation grunt work. You handle judgment, design, safety, and accountability. The bar is <em>higher</em> than the old senior bar, not lower.</li>
<li style=""""><strong>A research role.</strong> This is shipping to a marketplace with $100M+ in bookings. Customers and pros are using what you ship inside the same week.</li>
</ul>
<p> </p>
<p><strong>Tech You'll Touch</strong></p>
<ul style="""">
<li style=""""><strong>AI agents</strong> — Claude Code, Cursor, Codex, internal agent stack, MCP servers, evals tooling</li>
<li style=""""><strong>Backend</strong> — PHP/Laravel</li>
<li style=""""><strong>Frontend</strong> — TypeScript/React/React Native (customer &amp; pro apps, web and mobile)</li>
<li style=""""><strong>Data</strong> — Redshift, dbt, Segment, Airflow</li>
<li style=""""><strong>Infra</strong> — AWS, Datadog, Sentry, GitHub Actions</li>
<li style=""""><strong>Documentation &amp; process</strong> — Brain (Claude Code skills + docs repo), Confluence, Jira</li>
</ul>
<p>You don't need every box checked. You need deep skill in at least one of our stacks plus credible production experience with AI coding agents.</p>
<p><br><br><strong>Benefits</strong><br><br></p>
<ul style="""">
<li style="""">Competitive salary of USD $80,000–$100,000 annual base</li>
<li style="""">Work from anywhere</li>
<li style="""">High ownership and autonomy</li>
<li style="""">Fast-moving team that loves to build, learn, and grow</li>
</ul>
<img src=""https://remotive.com/job/track/2090899/blank.gif?source=public_api"" alt=""""/>",https://remotive.com/remote-jobs/product/staff-product-engineer-florianopolis-2090899
2090900,Staff Product Engineer (Belo Horizonte),LawnStarter,Brazil,$80k - $100k,full_time,Product Management,2026-05-27T12:27:46,"<p style=""font-weight: 400;""><strong>This is a remote role for candidates located in </strong><strong>Belo Horizonte, Brazil. </strong></p>
<p><strong>About LawnStarter</strong></p>
<p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p>
<p><strong>About Engineering at LawnStarter</strong></p>
<p>We're restructuring engineering around <strong>initiative teams</strong>: a Product Engineer paired with a PM and a designer, with an Engineering Manager who covers a couple of initiatives and supports your growth. The engineer leads AI agents like a team, ships the work, and is accountable — with the rest of the triangle — for whether the initiative moves its metric.</p>
<p>We're betting that 1–2 strong engineers running AI agents can outship the labor-team model that defined the last decade of software. That bet only works if the engineers we hire are wired for ownership and can ship to a marketplace with real customers and pros on both sides.</p>
<p> </p>
<p><strong>The Role</strong></p>
<p>You're the engineering anchor of one initiative at a time. The initiative is a team effort — an iron triangle of you, your PM, and your designer — and you have key participation across the full lifecycle: shaping the problem, deciding the technical approach, leading the AI agents that implement most of the code, shipping to production, and answering for the outcome alongside the rest of the triangle.</p>
<p>You're accountable for the outcome — not for the volume of code merged. If an agent can ship it safely, your job is to make sure the agent does it right and the metric moves. If the initiative needs hand-written code in a sensitive area, you write it yourself.</p>
<p><strong>What makes this role different:</strong></p>
<ul style="""">
<li style=""""><strong>You lead AI agents, not humans.</strong> Claude Code, Cursor, Codex, and our internal agent stack are your team. You own the quality, safety, and velocity of what they produce.</li>
<li style=""""><strong>You own an outcome, not a ticket queue.</strong> Problem-framing through production through the metric review 2–4 weeks after launch.</li>
<li style=""""><strong>You partner horizontally with PM and design.</strong> No tech lead above you. No architect approval. No ticket grooming committee.</li>
<li style=""""><strong>The bar is staff, not senior.</strong> You make the call when the call needs to be made. If you're waiting to be told, this isn't the role.</li>
</ul>
<p> </p>
<p><strong>What You'll Own</strong></p>
<ul style="""">
<li style=""""><strong>The technical approach</strong> — architecture, data model, integration choices, rollout plan, observability, and rollback strategy for your initiative. You make the call, document it, and revisit it if the data says you were wrong.</li>
<li style=""""><strong>Agent-led implementation quality</strong> — the prompts, guardrails, evals, tests, and review loop that let agents ship safe, correct, production-ready code on your initiative. Most lines will be agent-authored. You're accountable for them.</li>
<li style=""""><strong>Cross-functional partnership</strong> — daily working contact with your PM (scope, tradeoffs) and your designer (UX decisions, in-tool prototyping with agents), and weekly check-ins with your EM (initiative health, blockers, growth).</li>
<li style=""""><strong>The initiative outcome</strong> — the specific metric the initiative was set up to move. In partnership with your PM, you present results 2–4 weeks post-launch and share the ""did it work"" answer.</li>
<li style=""""><strong>A high bar for what ships under your name</strong> — production correctness, security posture, performance, observability, and the experience for customers and pros. Agents accelerate you; they don't lower the bar.</li>
</ul>
<p> </p>
<p><strong>Problems to Solve</strong></p>
<p><strong>Leading AI agents at staff-level quality</strong><br>Most of the code on your initiative will be authored by AI agents. The work is making agents ship as if a senior engineer wrote it: prompts that encode our codebase conventions, evals that catch hallucinations before merge, tests that exercise the edges, observability that catches the regression in production before a customer reports it. How do you build the agent workflow that lets one engineer ship what used to take a team?</p>
<p><strong>Owning an outcome without a tech lead</strong><br>You don't have a tech lead to approve your design or an architect to escalate to. You have an EM who covers a couple of initiatives and peers on adjacent ones. How do you make calls fast, document them clearly, and stay accountable to the outcome — without slowing down for hierarchy that no longer exists?</p>
<p><strong>Shipping outcomes, not features</strong><br>The initiative will be measured by a metric — a conversion rate, a retention curve, a pro-funnel KPI, a unit economics shift. You're accountable for the number, not the feature. How do you scope to actually move it, decide what to <em>not</em> build, and have the discipline to follow up 2–4 weeks after launch even when the next initiative is calling?</p>
<p> </p>
<p><strong>What Success Looks Like (Year 1)</strong></p>
<ul style="""">
<li style=""""><strong>Initiative outcomes hit</strong> — You've shipped 3–4 initiatives end-to-end, and at least two clearly moved the metric they were set up to move (with the post-launch review to prove it).</li>
<li style=""""><strong>Agent workflow that travels</strong> — The prompts, evals, and review loop you built for your initiative are adopted by at least one other engineer on an adjacent initiative.</li>
<li style=""""><strong>Cycle time</strong> — Median time from problem-framing to first production rollout on your initiatives is meaningfully shorter than the pre-restructure baseline.</li>
<li style=""""><strong>Zero ""agent-shipped that"" incidents</strong> — No customer- or pro-facing regression traceable to agent-authored code that you missed in review.</li>
<li style=""""><strong>Visible leverage</strong> — Other engineers point to artifacts you left behind — runbooks, evals, agent workflows, post-launch write-ups — as references they use.</li>
</ul>
<p> </p>
<p><strong>Who You Are</strong></p>
<p><strong>AI-native.</strong> Claude Code, Cursor, Codex, or equivalent are how you ship — daily, on production work. You have opinions about prompts, evals, agent loops, MCP servers, and review workflows, and you know when to let the agent run vs. write it yourself. This is unlikely to be a good fit if you describe AI coding as ""something you're exploring"" or prefer to write everything by hand.</p>
<p><strong>Already operating at lead level.</strong> You may currently be titled Senior, Staff, Lead, or Principal — but in practice you've been the person making the call, shipping the hard thing, and answering for whether it worked. This is unlikely to be a good fit if you've always had a tech lead breaking down the work for you.</p>
<p><strong>Outcome-driven, not output-driven.</strong> You measure your week in ""did the metric move"" and ""did the experience get better,"" not in tickets closed. You read the post-launch dashboard and you own the answer. This is unlikely to be a good fit if you take pride in volume of code shipped or feel uncomfortable being measured on a number you don't fully control.</p>
<p><strong>A strong horizontal partner.</strong> You hold your own with a strong PM and a strong designer. You bring engineering judgment to product calls and product judgment to engineering calls. This is unlikely to be a good fit if you hide behind ""that's product's decision"" or default to RICE-scoring tickets handed down to you.</p>
<p><strong>Decisive and documented.</strong> Architecture decisions, data-model choices, rollout plans — you write them down, get fast input, and move. This is unlikely to be a good fit if you wait for consensus on questions that have a clear right answer, or if you make calls and never write them down.</p>
<p><strong>Raises the floor, not just the ceiling.</strong> Your impact compounds beyond your own initiative because you leave artifacts — agent workflows, evals, runbooks, post-launch reviews. This is unlikely to be a good fit if you're a lone wolf who ships brilliantly but leaves nothing reusable behind.</p>
<p><strong>Cares about customers and pros.</strong> This is a real-world marketplace with real people on both sides. This is unlikely to be a good fit if you're chasing pure engineering elegance over business and customer outcomes.</p>
<p> </p>
<p><strong>This Role Is NOT</strong></p>
<ul style="""">
<li style=""""><strong>A tech lead in an old-style team.</strong> No 4–5 engineers reporting up to you on technical direction. The team is you + PM + designer + EM, with AI agents doing most of the implementation.</li>
<li style=""""><strong>A management role today.</strong> People management is the EM's job in this role. That said, the path can grow into management for those who want it — it's an open door, not a closed one.</li>
<li style=""""><strong>A platform-only or architecture-only role.</strong> You're a Product Engineer. You ship features that move metrics, end-to-end. Platform work happens inside the initiative when it's needed for the outcome.</li>
<li style=""""><strong>A ""let AI do everything"" role.</strong> Agents handle implementation grunt work. You handle judgment, design, safety, and accountability. The bar is <em>higher</em> than the old senior bar, not lower.</li>
<li style=""""><strong>A research role.</strong> This is shipping to a marketplace with $100M+ in bookings. Customers and pros are using what you ship inside the same week.</li>
</ul>
<p> </p>
<p><strong>Tech You'll Touch</strong></p>
<ul style="""">
<li style=""""><strong>AI agents</strong> — Claude Code, Cursor, Codex, internal agent stack, MCP servers, evals tooling</li>
<li style=""""><strong>Backend</strong> — PHP/Laravel</li>
<li style=""""><strong>Frontend</strong> — TypeScript/React/React Native (customer &amp; pro apps, web and mobile)</li>
<li style=""""><strong>Data</strong> — Redshift, dbt, Segment, Airflow</li>
<li style=""""><strong>Infra</strong> — AWS, Datadog, Sentry, GitHub Actions</li>
<li style=""""><strong>Documentation &amp; process</strong> — Brain (Claude Code skills + docs repo), Confluence, Jira</li>
</ul>
<p>You don't need every box checked. You need deep skill in at least one of our stacks plus credible production experience with AI coding agents.</p>
<p><br><br><strong>Benefits</strong><br><br></p>
<ul style="""">
<li style="""">Competitive salary of USD $80,000–$100,000 annual base</li>
<li style="""">Work from anywhere</li>
<li style="""">High ownership and autonomy</li>
<li style="""">Fast-moving team that loves to build, learn, and grow</li>
</ul>
<img src=""https://remotive.com/job/track/2090900/blank.gif?source=public_api"" alt=""""/>",https://remotive.com/remote-jobs/product/staff-product-engineer-belo-horizonte-2090900
2090901,Staff Product Engineer (Porto Alegre),LawnStarter,Brazil,$80k - $100k,full_time,Product Management,2026-05-27T12:25:20,"<p><strong>This is a remote role for candidates located in Porto Alegre, Brazil.</strong></p>
<p><strong>About LawnStarter</strong></p>
<p>LawnStarter is the nation's leading on-demand marketplace for lawn care and outdoor services, with over $100M in annual bookings. We're expanding beyond lawn care to become the one-stop shop for all home services — operating across three brands (LawnStarter, Lawn Love, Home Gnome) on a single shared platform.</p>
<p><strong>About Engineering at LawnStarter</strong></p>
<p>We're restructuring engineering around <strong>initiative teams</strong>: a Product Engineer paired with a PM and a designer, with an Engineering Manager who covers a couple of initiatives and supports your growth. The engineer leads AI agents like a team, ships the work, and is accountable — with the rest of the triangle — for whether the initiative moves its metric.</p>
<p>We're betting that 1–2 strong engineers running AI agents can outship the labor-team model that defined the last decade of software. That bet only works if the engineers we hire are wired for ownership and can ship to a marketplace with real customers and pros on both sides.</p>
<p> </p>
<p><strong>The Role</strong></p>
<p>You're the engineering anchor of one initiative at a time. The initiative is a team effort — an iron triangle of you, your PM, and your designer — and you have key participation across the full lifecycle: shaping the problem, deciding the technical approach, leading the AI agents that implement most of the code, shipping to production, and answering for the outcome alongside the rest of the triangle.</p>
<p>You're accountable for the outcome — not for the volume of code merged. If an agent can ship it safely, your job is to make sure the agent does it right and the metric moves. If the initiative needs hand-written code in a sensitive area, you write it yourself.</p>
<p><strong>What makes this role different:</strong></p>
<ul style="""">
<li style=""""><strong>You lead AI agents, not humans.</strong> Claude Code, Cursor, Codex, and our internal agent stack are your team. You own the quality, safety, and velocity of what they produce.</li>
<li style=""""><strong>You own an outcome, not a ticket queue.</strong> Problem-framing through production through the metric review 2–4 weeks after launch.</li>
<li style=""""><strong>You partner horizontally with PM and design.</strong> No tech lead above you. No architect approval. No ticket grooming committee.</li>
<li style=""""><strong>The bar is staff, not senior.</strong> You make the call when the call needs to be made. If you're waiting to be told, this isn't the role.</li>
</ul>
<p> </p>
<p><strong>What You'll Own</strong></p>
<ul style="""">
<li style=""""><strong>The technical approach</strong> — architecture, data model, integration choices, rollout plan, observability, and rollback strategy for your initiative. You make the call, document it, and revisit it if the data says you were wrong.</li>
<li style=""""><strong>Agent-led implementation quality</strong> — the prompts, guardrails, evals, tests, and review loop that let agents ship safe, correct, production-ready code on your initiative. Most lines will be agent-authored. You're accountable for them.</li>
<li style=""""><strong>Cross-functional partnership</strong> — daily working contact with your PM (scope, tradeoffs) and your designer (UX decisions, in-tool prototyping with agents), and weekly check-ins with your EM (initiative health, blockers, growth).</li>
<li style=""""><strong>The initiative outcome</strong> — the specific metric the initiative was set up to move. In partnership with your PM, you present results 2–4 weeks post-launch and share the ""did it work"" answer.</li>
<li style=""""><strong>A high bar for what ships under your name</strong> — production correctness, security posture, performance, observability, and the experience for customers and pros. Agents accelerate you; they don't lower the bar.</li>
</ul>
<p> </p>
<p><strong>Problems to Solve</strong></p>
<p><strong>Leading AI agents at staff-level quality</strong><br>Most of the code on your initiative will be authored by AI agents. The work is making agents ship as if a senior engineer wrote it: prompts that encode our codebase conventions, evals that catch hallucinations before merge, tests that exercise the edges, observability that catches the regression in production before a customer reports it. How do you build the agent workflow that lets one engineer ship what used to take a team?</p>
<p><strong>Owning an outcome without a tech lead</strong><br>You don't have a tech lead to approve your design or an architect to escalate to. You have an EM who covers a couple of initiatives and peers on adjacent ones. How do you make calls fast, document them clearly, and stay accountable to the outcome — without slowing down for hierarchy that no longer exists?</p>
<p><strong>Shipping outcomes, not features</strong><br>The initiative will be measured by a metric — a conversion rate, a retention curve, a pro-funnel KPI, a unit economics shift. You're accountable for the number, not the feature. How do you scope to actually move it, decide what to <em>not</em> build, and have the discipline to follow up 2–4 weeks after launch even when the next initiative is calling?</p>
<p> </p>
<p><strong>What Success Looks Like (Year 1)</strong></p>
<ul style="""">
<li style=""""><strong>Initiative outcomes hit</strong> — You've shipped 3–4 initiatives end-to-end, and at least two clearly moved the metric they were set up to move (with the post-launch review to prove it).</li>
<li style=""""><strong>Agent workflow that travels</strong> — The prompts, evals, and review loop you built for your initiative are adopted by at least one other engineer on an adjacent initiative.</li>
<li style=""""><strong>Cycle time</strong> — Median time from problem-framing to first production rollout on your initiatives is meaningfully shorter than the pre-restructure baseline.</li>
<li style=""""><strong>Zero ""agent-shipped that"" incidents</strong> — No customer- or pro-facing regression traceable to agent-authored code that you missed in review.</li>
<li style=""""><strong>Visible leverage</strong> — Other engineers point to artifacts you left behind — runbooks, evals, agent workflows, post-launch write-ups — as references they use.</li>
</ul>
<p> </p>
<p><strong>Who You Are</strong></p>
<p><strong>AI-native.</strong> Claude Code, Cursor, Codex, or equivalent are how you ship — daily, on production work. You have opinions about prompts, evals, agent loops, MCP servers, and review workflows, and you know when to let the agent run vs. write it yourself. This is unlikely to be a good fit if you describe AI coding as ""something you're exploring"" or prefer to write everything by hand.</p>
<p><strong>Already operating at lead level.</strong> You may currently be titled Senior, Staff, Lead, or Principal — but in practice you've been the person making the call, shipping the hard thing, and answering for whether it worked. This is unlikely to be a good fit if you've always had a tech lead breaking down the work for you.</p>
<p><strong>Outcome-driven, not output-driven.</strong> You measure your week in ""did the metric move"" and ""did the experience get better,"" not in tickets closed. You read the post-launch dashboard and you own the answer. This is unlikely to be a good fit if you take pride in volume of code shipped or feel uncomfortable being measured on a number you don't fully control.</p>
<p><strong>A strong horizontal partner.</strong> You hold your own with a strong PM and a strong designer. You bring engineering judgment to product calls and product judgment to engineering calls. This is unlikely to be a good fit if you hide behind ""that's product's decision"" or default to RICE-scoring tickets handed down to you.</p>
<p><strong>Decisive and documented.</strong> Architecture decisions, data-model choices, rollout plans — you write them down, get fast input, and move. This is unlikely to be a good fit if you wait for consensus on questions that have a clear right answer, or if you make calls and never write them down.</p>
<p><strong>Raises the floor, not just the ceiling.</strong> Your impact compounds beyond your own initiative because you leave artifacts — agent workflows, evals, runbooks, post-launch reviews. This is unlikely to be a good fit if you're a lone wolf who ships brilliantly but leaves nothing reusable behind.</p>
<p><strong>Cares about customers and pros.</strong> This is a real-world marketplace with real people on both sides. This is unlikely to be a good fit if you're chasing pure engineering elegance over business and customer outcomes.</p>
<p> </p>
<p><strong>This Role Is NOT</strong></p>
<ul style="""">
<li style=""""><strong>A tech lead in an old-style team.</strong> No 4–5 engineers reporting up to you on technical direction. The team is you + PM + designer + EM, with AI agents doing most of the implementation.</li>
<li style=""""><strong>A management role today.</strong> People management is the EM's job in this role. That said, the path can grow into management for those who want it — it's an open door, not a closed one.</li>
<li style=""""><strong>A platform-only or architecture-only role.</strong> You're a Product Engineer. You ship features that move metrics, end-to-end. Platform work happens inside the initiative when it's needed for the outcome.</li>
<li style=""""><strong>A ""let AI do everything"" role.</strong> Agents handle implementation grunt work. You handle judgment, design, safety, and accountability. The bar is <em>higher</em> than the old senior bar, not lower.</li>
<li style=""""><strong>A research role.</strong> This is shipping to a marketplace with $100M+ in bookings. Customers and pros are using what you ship inside the same week.</li>
</ul>
<p> </p>
<p><strong>Tech You'll Touch</strong></p>
<ul style="""">
<li style=""""><strong>AI agents</strong> — Claude Code, Cursor, Codex, internal agent stack, MCP servers, evals tooling</li>
<li style=""""><strong>Backend</strong> — PHP/Laravel</li>
<li style=""""><strong>Frontend</strong> — TypeScript/React/React Native (customer &amp; pro apps, web and mobile)</li>
<li style=""""><strong>Data</strong> — Redshift, dbt, Segment, Airflow</li>
<li style=""""><strong>Infra</strong> — AWS, Datadog, Sentry, GitHub Actions</li>
<li style=""""><strong>Documentation &amp; process</strong> — Brain (Claude Code skills + docs repo), Confluence, Jira</li>
</ul>
<p>You don't need every box checked. You need deep skill in at least one of our stacks plus credible production experience with AI coding agents.</p>
<p><br><br><strong>Benefits</strong><br><br></p>
<ul style="""">
<li style="""">Competitive salary of USD $80,000–$100,000 annual base</li>
<li style="""">Work from anywhere</li>
<li style="""">High ownership and autonomy</li>
<li style="""">Fast-moving team that loves to build, learn, and grow</li>
</ul>
<img src=""https://remotive.com/job/track/2090901/blank.gif?source=public_api"" alt=""""/>",https://remotive.com/remote-jobs/product/staff-product-engineer-porto-alegre-2090901
2090903,Data Labeling Specialists,Workada,USA,$18 - $22/hr,freelance,Data and Analytics,2026-05-27T07:12:56,"<p><u>Who We Are</u><br><br>Workada creates high-quality labeled data for advanced technology systems. Our team reviews, organizes, categorizes, evaluates, and quality-checks digital content so those systems can better understand information and perform real-world tasks.<br>We believe careful data work matters. Every reviewed item, categorized example, and quality-checked task helps improve how technology interprets information, follows instructions, and responds in practical settings.<br><br><u>About You</u><br><br>We're hiring detail-oriented individuals who are comfortable working on a computer and interested in careful, focused digital work. We're especially interested in:</p>
<ul style="""">
<li style="""">People who can carefully review written information, images, documents, or other digital content</li>
<li style="""">Strong readers and writers with good judgment</li>
<li style="""">People who can follow detailed instructions consistently</li>
<li style="""">Individuals who are comfortable using web-based tools and online platforms</li>
<li style="""">People who take quality seriously and can spot mistakes or inconsistencies</li>
<li style="""">Those who enjoy focused, independent work while contributing to a larger project</li>
<li style="""">Strong character matters — we value integrity, reliability, curiosity, and a commitment to high-quality work</li>
</ul>
<p><br><br><u>Qualifications</u></p>
<ul style="""">
<li style="""">Comfortable using a computer for extended periods</li>
<li style="""">Reliable internet connection</li>
<li style="""">Strong attention to detail</li>
<li style="""">Ability to follow written guidelines and project instructions</li>
<li style="""">Clear written communication skills</li>
<li style="""">Basic familiarity with spreadsheets, online forms, or web-based work tools</li>
<li style="""">Ability to work independently and meet deadlines</li>
<li style="""">Prior experience in data labeling, annotation, quality review, research, writing, customer support, operations, or administrative work is helpful but not required</li>
</ul>
<p><!-- x-tinymce/html --></p>
<p><br><br><u>Compensation</u><br><br>Compensation is $18- $22 an hour and a max of 40 hours a week.<br><br><u>A Place to Do Meaningful Work</u><br><br>Data labeling may sound simple, but it plays an important role in improving the technology people use every day. At Workada, your work helps create the examples and feedback that make advanced systems more accurate, consistent, and useful.<br><br>We're looking for people who care about accuracy, consistency, and careful judgment. Whether you're reviewing text, categorizing information, evaluating responses, or checking data quality, your work helps improve the way technology performs.</p>
<img src=""https://remotive.com/job/track/2090903/blank.gif?source=public_api"" alt=""""/>",https://remotive.com/remote-jobs/data/data-labeling-specialists-2090903
